trade_date,close,turnover_rate,pe,pb,ps,dv_ratio,total_mv
20180613,9.95,0.309,7.3675,0.8398,1.615,1.5879,17084559.31
20180614,10.07,0.5046,7.4564,0.8499,1.6345,1.569,17290604.25
20180615,10.17,0.7273,7.5304,0.8584,1.6507,1.5536,17462308.36
20180619,9.87,0.912,7.3083,0.833,1.602,1.6008,16947196.02
20180620,9.91,0.4447,7.3379,0.8364,1.6085,1.5943,17015877.66
20180621,9.86,0.4893,7.3009,0.8322,1.6004,1.6024,16930025.61
20180622,9.85,0.3831,7.2935,0.8314,1.5988,1.6041,16912855.2
20180625,9.46,0.6961,7.0047,0.7984,1.5355,1.6702,16243209.15
20180626,9.36,0.6547,6.9307,0.79,1.5192,1.688,16071505.04
20180627,9.09,0.6087,6.7307,0.7672,1.4754,1.7382,15607903.93
20180628,8.92,0.6469,6.6049,0.7529,1.4478,1.7713,15316006.94
20180629,9.09,0.3933,6.7307,0.7672,1.4754,1.7382,15607903.93
20180702,8.61,0.7662,6.3753,0.7267,1.3975,1.8351,14783724.19
20180703,8.67,0.7425,6.4197,0.7318,1.4073,1.8224,14886746.65
20180704,8.61,0.4142,6.3753,0.7267,1.3975,1.8351,14783724.19
20180705,8.6,0.4868,6.3679,0.7259,1.3959,1.8372,14766553.77
20180706,8.66,0.5756,6.4123,0.7309,1.4056,1.8245,14869576.24
20180709,9.03,0.8212,6.6863,0.7621,1.4657,1.7497,15504881.46
20180710,8.98,0.5223,6.6493,0.7579,1.4576,1.7595,15419029.41
20180711,8.78,0.4958,6.5012,0.741,1.4251,1.7995,15075621.18
20180712,8.88,0.6642,6.5752,0.7582,1.4413,1.7793,15247325.29
20180713,8.88,0.3514,6.5752,0.7582,1.4413,1.7793,15247325.29
20180716,8.73,0.4018,6.4642,0.7454,1.417,1.8099,14989769.12
20180717,8.72,0.2186,6.4568,0.7445,1.4154,1.8119,14972598.71
20180718,8.7,0.3059,6.442,0.7428,1.4121,1.8161,14938257.89
20180719,8.73,0.2687,6.4642,0.7454,1.417,1.8099,14989769.12
20180720,9.11,1.0217,6.7455,0.7778,1.4787,1.7344,15642244.75
20180723,9.42,1.0377,6.9751,0.8043,1.529,1.6773,16174527.51
20180724,9.4,0.8304,6.9603,0.8026,1.5257,1.6809,16140186.68
20180725,9.38,0.3577,6.9455,0.8009,1.5225,1.6844,16105845.86
20180726,9.25,0.4854,6.8492,0.7898,1.5014,1.7081,15882630.51
20180727,9.25,0.3,6.8492,0.7898,1.5014,1.7081,15882630.51
20180730,9.39,0.4114,6.9529,0.8017,1.5241,1.6826,16123016.27
20180731,9.42,0.4194,6.9751,0.8043,1.529,1.6773,16174527.51
20180801,9.15,0.4741,6.7752,0.7812,1.4852,1.7268,15710926.4
20180802,8.94,0.5425,6.6197,0.7633,1.4511,1.7673,15350347.76
20180803,8.91,0.2775,6.5975,0.7607,1.4462,1.7733,15298836.53
20180806,8.94,0.3227,6.6197,0.7633,1.4511,1.7673,15350347.76
20180807,9.17,0.4021,6.79,0.7829,1.4884,1.723,15745267.22
20180808,9.05,0.3372,6.7011,0.7727,1.4689,1.7459,15539222.29
20180809,9.29,0.4699,6.8788,0.7932,1.5079,1.7008,15951312.16
20180810,9.23,0.247,6.8344,0.7881,1.4981,1.7118,15848289.69
20180813,9.05,0.4767,6.7011,0.7727,1.4689,1.7459,15539222.29
20180814,9,0.2506,6.6641,0.7684,1.4608,1.7556,15453370.23
20180815,8.79,0.3905,6.5086,0.7505,1.4267,1.7975,15092791.59
20180816,8.78,0.3717,6.5012,0.7241,1.4251,1.7995,15075621.18
20180817,8.81,0.3783,6.5234,0.7266,1.43,1.7934,15127132.41
20180820,9,0.3968,6.6641,0.7423,1.4608,1.7556,15453370.23
20180821,9.23,0.7364,6.8344,0.7612,1.4981,1.7118,15848289.69
20180822,9.29,0.5722,6.8788,0.7662,1.5079,1.7008,15951312.16
20180823,9.36,0.4246,6.9307,0.772,1.5192,1.688,16071505.04
20180824,10.03,1.7707,7.4268,0.8272,1.628,1.5753,17221922.6
20180827,10.43,1.292,7.7229,0.8602,1.6929,1.5149,17908739.05
20180828,10.29,0.7512,7.6193,0.8487,1.6702,1.5355,17668353.3
20180829,10.27,0.5253,7.6045,0.847,1.667,1.5385,17634012.47
20180830,10.12,0.5794,7.4934,0.8347,1.6426,1.5613,17376456.3
20180831,10.13,0.7635,7.5008,0.8355,1.6442,1.5597,17393626.71
20180903,10.19,0.4145,7.5452,0.8404,1.654,1.5505,17496649.18
20180904,10.43,0.755,7.7229,0.8602,1.6929,1.5149,17908739.05
20180905,10.05,0.6869,7.4416,0.8289,1.6312,1.5721,17256263.42
20180906,9.97,0.4145,7.3823,0.8223,1.6183,1.5848,17118900.13
20180907,10.01,0.4712,7.412,0.8256,1.6248,1.5784,17187581.78
20180910,9.88,0.371,7.3157,0.8149,1.6036,1.5992,16964366.43
20180911,9.91,0.4152,7.3379,0.8173,1.6085,1.5943,17015877.66
20180912,9.88,0.329,7.3157,0.8149,1.6036,1.5992,16964366.43
20180913,9.96,0.5822,7.3749,0.8215,1.6166,1.5863,17101729.72
20180914,9.84,0.3609,7.2861,0.8116,1.5972,1.6057,16895684.78
20180917,9.69,0.3012,7.175,0.7992,1.5728,1.6305,16638128.61
20180918,10.08,0.6563,7.4638,0.8314,1.6361,1.5675,17307774.66
20180919,10.24,0.7173,7.5823,0.8445,1.6621,1.543,17582501.24
20180920,10.23,0.3613,7.5749,0.8437,1.6605,1.5445,17565330.83
20180921,10.67,0.9461,7.9007,0.88,1.7319,1.4808,18320828.93
20180925,10.55,0.569,7.8118,0.8701,1.7124,1.4976,18114783.99
20180926,10.71,0.8681,7.9303,0.8833,1.7384,1.4753,18389510.57
20180927,10.74,0.5127,7.9525,0.8858,1.7432,1.4711,18441021.81
20180928,11.05,1.229,8.182,0.9114,1.7936,1.4299,18973304.56
20181008,10.45,0.9821,7.7378,0.8619,1.6962,1.512,17943079.88
20181009,10.56,0.6197,7.8192,0.8709,1.714,1.4962,18131954.4
20181010,10.45,0.5796,7.7378,0.8619,1.6962,1.512,17943079.88
20181011,9.86,1.162,7.3009,0.8132,1.6004,1.6024,16930025.61
20181012,10.3,0.8834,7.6267,0.8495,1.6718,1.534,17685523.71
20181015,10.11,0.8169,7.486,0.8338,1.641,1.5628,17359285.89
20181016,10.37,0.8136,7.6785,0.8553,1.6832,1.5236,17805716.59
20181017,10.33,0.7868,7.6489,0.852,1.6767,1.5295,17737034.94
20181018,10.09,0.5831,7.4712,0.8322,1.6377,1.5659,17324945.07
20181019,10.76,1.2135,7.9673,0.8874,1.7465,1.4684,18475362.63
20181022,11.15,1.5408,8.2561,0.9196,1.8098,1.417,19145008.67
20181023,10.84,0.9333,8.0265,0.894,1.7595,1.4576,18612725.92
20181024,11.04,1.0655,8.1746,0.8805,1.7919,1.4312,18956134.15
20181025,11.29,0.9814,8.3597,0.9005,1.8325,1.3995,19385394.43
20181026,11.18,0.7571,8.2783,0.8917,1.8147,1.4132,19196519.91
20181029,10.75,0.927,7.9599,0.8574,1.7449,1.4698,18458192.22
20181030,10.9,0.8747,8.071,0.8694,1.7692,1.4495,18715748.39
20181031,10.91,0.6713,8.0784,0.8702,1.7708,1.4482,18732918.8
20181101,10.83,0.8985,8.0191,0.8638,1.7578,1.4589,18595555.51
20181102,11.09,1.2888,8.2116,0.8845,1.8,1.4247,19041986.2
20181105,10.92,0.7524,8.0858,0.871,1.7725,1.4469,18750089.21
20181106,10.84,0.4285,8.0265,0.8646,1.7595,1.4576,18612725.92
20181107,10.81,0.4575,8.0043,0.8622,1.7546,1.4616,18561214.69
20181108,10.89,0.4624,8.0636,0.8686,1.7676,1.4509,18698577.98
20181109,10.55,0.9489,7.8118,0.8415,1.7124,1.4976,18114783.99
20181112,10.56,0.536,7.8192,0.8423,1.714,1.4962,18131954.4
20181113,10.54,0.6246,7.8044,0.8407,1.7108,1.4991,18097613.58
20181114,10.44,0.4509,7.7304,0.8327,1.6945,1.5134,17925909.47
20181115,10.62,0.525,7.8636,0.847,1.7238,1.4878,18234976.87
20181116,10.57,0.6171,7.8266,0.8431,1.7156,1.4948,18149124.81
20181119,10.85,0.7926,8.0339,0.8654,1.7611,1.4562,18629896.33
20181120,10.57,0.6021,7.8266,0.8431,1.7156,1.4948,18149124.81
20181121,10.61,0.388,7.8562,0.8462,1.7221,1.4892,18217806.46
20181122,10.55,0.2914,7.8118,0.8415,1.7124,1.4976,18114783.99
20181123,10.32,0.4079,7.6415,0.8231,1.6751,1.531,17719864.53
20181126,10.34,0.3009,7.6563,0.8247,1.6783,1.528,17754205.35
20181127,10.18,0.4272,7.5378,0.8119,1.6523,1.5521,17479478.77
20181128,10.28,0.3132,7.6119,0.8199,1.6686,1.537,17651182.88
20181129,10.2,0.2826,7.5526,0.8135,1.6556,1.549,17513819.59
20181130,10.36,0.3464,7.6711,0.8263,1.6816,1.5251,17788546.18
20181203,10.59,0.6197,7.8414,0.8447,1.7189,1.492,18183465.64
20181204,10.59,0.3115,7.8414,0.8447,1.7189,1.492,18183465.64
20181205,10.45,0.3387,7.7378,0.8335,1.6962,1.512,17943079.88
20181206,10.25,0.3371,7.5897,0.8175,1.6637,1.5415,17599671.65
20181207,10.28,0.1981,7.6119,0.8199,1.6686,1.537,17651182.88
20181210,10.17,0.2882,7.5304,0.8112,1.6507,1.5536,17462308.36
20181211,10.23,0.1742,7.5749,0.8159,1.6605,1.5445,17565330.83
20181212,10.24,0.2134,7.5823,0.8167,1.6621,1.543,17582501.24
20181213,10.39,0.4606,7.6933,0.8287,1.6864,1.5207,17840057.41
20181214,10.17,0.3067,7.5304,0.8112,1.6507,1.5536,17462308.36
20181217,10.29,0.3327,7.6193,0.8207,1.6702,1.5355,17668353.3
20181218,10.12,0.3132,7.4934,0.8072,1.6426,1.5613,17376456.3
20181219,9.94,0.3483,7.3601,0.7928,1.6134,1.5895,17067388.9
20181220,9.71,0.5767,7.1898,0.7745,1.5761,1.6272,16672469.44
20181221,9.45,0.5828,6.9973,0.7537,1.5339,1.672,16226038.74
20181224,9.42,0.2965,6.9751,0.7513,1.529,1.6773,16174527.51
20181225,9.34,0.3416,6.9158,0.745,1.516,1.6916,16037164.22
20181226,9.3,0.2453,6.8862,0.7418,1.5095,1.6989,15968482.57
20181227,9.28,0.3638,6.8714,0.7402,1.5063,1.7026,15934141.75
20181228,9.38,0.3358,6.9455,0.7481,1.5225,1.6844,16105845.86
20190102,9.19,0.3141,6.8048,0.733,1.4917,1.4799,15779608.05
20190103,9.28,0.242,6.8714,0.7402,1.5063,1.4655,15934141.75
20190104,9.75,0.8626,7.2194,0.7607,1.5825,1.3949,16741151.08
20190107,9.74,0.5042,7.212,0.7599,1.5809,1.3963,16723980.67
20190108,9.66,0.2344,7.1528,0.7536,1.5679,1.4079,16586617.38
20190109,9.94,0.7184,7.3601,0.7755,1.6134,1.3682,17067388.9
20190110,10.1,0.6242,7.4786,0.788,1.6394,1.3465,17342115.48
20190111,10.2,0.4056,7.5526,0.7958,1.6556,1.3333,17513819.59
20190114,10.11,0.2915,7.486,0.7887,1.641,1.3452,17359285.89
20190115,10.24,0.3158,7.5823,0.7989,1.6621,1.3281,17582501.24
20190116,10.48,0.5694,7.76,0.8176,1.701,1.2977,17994591.11
20190117,10.25,0.5142,7.5897,0.7997,1.6637,1.3268,17599671.65
20190118,10.43,0.4303,7.7229,0.8137,1.6929,1.3039,17908739.05
20190121,10.34,0.384,7.6563,0.8067,1.6783,1.3153,17754205.35
20190122,10.28,0.2472,7.6119,0.802,1.6686,1.323,17651182.88
20190123,10.35,0.3133,7.6637,0.8075,1.6799,1.314,17771375.76
20190124,10.52,0.3956,7.7896,0.8207,1.7075,1.2928,18063272.76
20190125,11,1.2279,8.145,0.8582,1.7854,1.2364,18887452.5
20190128,10.94,0.6033,8.1006,0.8535,1.7757,1.2431,18784430.03
20190129,11,0.4814,8.145,0.8582,1.7854,1.2364,18887452.5
20190130,10.95,0.4147,8.108,0.8543,1.7773,1.242,18801600.45
20190131,11.1,0.4843,8.2191,0.866,1.8017,1.2252,19059156.62
20190201,11.2,0.5907,8.2931,0.8738,1.8179,1.2143,19230860.73
20190211,11.21,0.4671,8.3005,0.8746,1.8195,1.2132,19248031.14
20190212,11.19,0.5591,8.2857,0.873,1.8163,1.2154,19213690.32
20190213,11.38,0.6624,8.4264,0.8878,1.8471,1.1951,19539928.13
20190214,11.25,0.5062,8.3301,0.8777,1.826,1.2089,19316712.79
20190215,10.95,0.6407,8.108,0.8543,1.7773,1.242,18801600.45
20190218,11.36,0.7312,8.4116,0.8863,1.8439,1.1972,19505587.31
20190219,11.27,0.7402,8.3449,0.8792,1.8293,1.2067,19351053.61
20190220,11.41,0.4849,8.4486,0.8902,1.852,1.1919,19591439.37
20190221,11.36,0.4393,8.4116,0.8863,1.8439,1.1972,19505587.31
20190222,11.54,0.6896,8.5449,0.9003,1.8731,1.1785,19814654.72
20190225,12.55,1.6453,9.2927,0.9791,2.037,1.0837,21548866.26
20190226,12.2,1.175,9.0336,0.9518,1.9802,1.1148,20947901.87
20190227,12.4,1.1526,9.1816,0.9674,2.0127,1.0968,21291310.09
20190228,12.36,0.6483,9.152,0.9643,2.0062,1.1003,21222628.45
20190301,12.76,0.9975,9.4482,0.9955,2.0711,1.0658,21909444.9
20190304,12.99,1.4309,9.6185,1.0134,2.1084,1.047,22304364.36
20190305,13.06,0.8203,9.6703,1.0189,2.1198,1.0413,22424557.24
20190306,13.08,0.7255,9.6852,1.0205,2.1231,1.0398,22458898.07
20190307,12.74,1.0379,8.8142,0.9939,1.8742,1.0675,21875104.08
20190308,12.3,1.0356,8.5098,0.9596,1.8095,1.1057,21119605.98
20190311,12.32,0.6742,8.5236,0.9612,1.8124,1.1039,21153946.8
20190312,12.36,0.8222,8.5513,0.9643,1.8183,1.1003,21222628.45
20190313,12.37,0.7393,8.5582,0.9651,1.8198,1.0994,21239798.86
20190314,12.43,0.6159,8.5997,0.9697,1.8286,1.0941,21342821.33
20190315,12.5,0.6088,8.6482,0.9752,1.8389,1.088,21463014.21
20190318,12.91,0.8657,8.9318,1.0072,1.8992,1.0534,22167001.07
20190319,12.79,0.5575,8.8488,0.9978,1.8816,1.0633,21960956.14
20190320,12.75,0.5416,8.8211,0.9947,1.8757,1.0667,21892274.49
20190321,12.69,0.5009,8.7796,0.99,1.8669,1.0717,21789252.02
20190322,12.59,0.4155,8.7104,0.9822,1.8521,1.0802,21617547.91
20190325,12.11,0.6872,8.3783,0.9448,1.7815,1.123,20793368.16
20190326,12.1,0.5448,8.3714,0.944,1.7801,1.124,20776197.75
20190327,12.38,0.5375,8.5651,0.9658,1.8213,1.0985,21256969.27
20190328,12.22,0.4266,8.4544,0.9534,1.7977,1.1129,20982242.69
20190329,12.82,0.9723,8.8696,1.0002,1.886,1.0608,22012467.37
20190401,13.18,1.1365,9.1186,1.0282,1.9389,1.0319,22630602.18
20190402,13.36,0.6409,9.2432,1.0423,1.9654,1.018,22939669.59
20190403,13.44,0.4618,9.2985,1.0485,1.9772,1.0119,23077032.88
20190404,13.86,1.1848,9.5891,1.0813,2.039,0.9812,23798190.15
20190408,13.96,1.0152,9.6583,1.0891,2.0537,0.9742,23969894.27
20190409,13.81,0.4551,9.5545,1.0774,2.0316,0.9848,23712338.1
20190410,13.73,0.5516,9.4991,1.0712,2.0199,0.9905,23574974.81
20190411,13.54,0.3817,9.3677,1.0563,1.9919,1.0044,23248736.99
20190412,13.42,0.451,9.2847,1.047,1.9743,1.0134,23042692.05
20190415,13.69,0.8933,9.4715,1.068,2.014,0.9934,23506293.16
20190416,14.58,1.3858,10.0872,1.1375,2.1449,0.9328,25034459.77
20190417,14.35,0.5848,9.9281,1.1195,2.1111,0.9477,24639540.31
20190418,14.34,0.2953,9.9212,1.1187,2.1096,0.9484,24622369.9
20190419,14.73,0.7257,10.191,1.1492,2.167,0.9233,25292015.94
20190422,14.15,0.7701,9.7897,1.1039,2.0816,0.9611,24296132.08
20190423,14.07,0.5479,9.7344,1.0977,2.0699,0.9666,24158768.79
20190424,14.44,1.1355,9.9904,1.091,2.1243,0.9418,24794074.01
20190425,14.13,0.6473,9.7759,1.0676,2.0787,0.9625,24261791.26
20190426,13.79,0.5879,9.5407,1.0419,2.0287,0.9862,23677997.27
20190429,14.1,0.6003,9.7551,1.0653,2.0743,0.9645,24210280.03
20190430,13.85,0.6503,9.5822,1.0464,2.0375,0.9819,23781019.74
20190506,12.87,1.2281,8.9041,0.9724,1.8933,1.0567,22098319.43
20190507,12.95,0.6247,8.9595,0.9784,1.9051,1.0502,22235682.72
20190508,12.6,0.5681,8.7173,0.952,1.8536,1.0794,21634718.32
20190509,12.16,0.9069,8.4129,0.9187,1.7889,1.1184,20879220.22
20190510,12.68,0.6945,8.7727,0.958,1.8654,1.0726,21772081.61
20190513,12.3,0.4321,8.5098,0.9293,1.8095,1.1057,21119605.98
20190514,12.49,0.6887,8.6412,0.9437,1.8374,1.0889,21445843.8
20190515,12.92,0.643,8.9387,0.9762,1.9007,1.0526,22184171.48
20190516,12.85,0.3698,8.8903,0.9709,1.8904,1.0584,22063978.61
20190517,12.44,0.562,8.6067,0.9399,1.8301,1.0932,21359991.74
20190520,12.38,0.458,8.5651,0.9354,1.8213,1.0985,21256969.27
20190521,12.56,0.4259,8.6897,0.949,1.8477,1.0828,21566036.68
20190522,12.4,0.2948,8.579,0.9369,1.8242,1.0968,21291310.09
20190523,12.29,0.3884,8.5029,0.9286,1.808,1.1066,21102435.57
20190524,12.35,0.2886,8.5444,0.9331,1.8168,1.1012,21205458.04
20190527,12.37,0.6106,8.5582,0.9346,1.8198,1.0994,21239798.86
20190528,12.49,0.5129,8.6412,0.9437,1.8374,1.0889,21445843.8
20190529,12.4,0.3881,8.579,0.9369,1.8242,1.0968,21291310.09
20190530,12.22,0.3764,8.4544,0.9233,1.7977,1.1129,20982242.69
20190531,12.18,0.4,8.4268,0.9202,1.7918,1.1166,20913561.04
20190603,11.9,0.881,8.2331,0.8991,1.7506,1.1429,20432789.53
20190604,11.85,0.5676,8.1985,0.8953,1.7433,1.1477,20346937.47
20190605,11.97,0.4362,8.2815,0.9044,1.7609,1.1362,20552982.41
20190606,11.92,0.2526,8.2469,0.9006,1.7536,1.1409,20467130.35
20190610,12.34,0.6667,8.5375,0.9323,1.8154,1.1021,21188287.63
20190611,12.65,0.7286,8.7519,0.9558,1.861,1.0751,21720570.38
20190612,12.57,0.3828,8.6966,0.9497,1.8492,1.0819,21583207.09
20190613,12.59,0.3087,8.7104,0.9512,1.8521,1.0802,21617547.91
20190614,12.49,0.2814,8.6412,0.9437,1.8374,1.0889,21445843.8
20190617,12.67,0.361,8.7658,0.9573,1.8639,1.0734,21754911.2
20190618,12.8,0.2816,8.8557,0.9671,1.883,1.0625,21978126.55
20190619,13.07,0.6658,9.0425,0.9875,1.9228,1.0406,22441727.66
20190620,13.8,0.8906,9.5476,1.0426,2.0302,0.9855,23695167.69
20190621,13.64,0.5889,9.4369,1.0306,2.0066,0.9971,23420441.1
20190624,13.69,0.3841,9.4715,1.0343,2.014,0.9934,23506293.16
20190625,13.43,0.8557,9.2916,1.0147,1.9757,1.0127,23059862.46
20190626,13.37,0.3183,9.2501,1.0047,1.9669,1.0172,22956840
20190627,13.71,0.5388,9.4853,1.0302,2.0169,0.992,23540633.98
20190628,13.78,0.2901,9.5337,1.0355,2.0272,0.9869,23660826.86
20190701,13.93,0.5595,9.6375,1.0468,2.0493,0.9763,23918383.03
20190702,14.18,0.6131,9.8105,1.0656,2.0861,0.9591,24347643.32
20190703,14.01,0.4479,9.6929,1.0528,2.061,0.9707,24055746.32
20190704,13.99,0.3618,9.679,1.0513,2.0581,0.9721,24021405.5
20190705,13.92,0.4363,9.6306,1.046,2.0478,0.977,23901212.62
20190708,13.59,0.4534,9.4023,1.0212,1.9993,1.0007,23334589.05
20190709,13.59,0.2879,9.4023,1.0212,1.9993,1.0007,23334589.05
20190710,13.56,0.2086,9.3815,1.019,1.9948,1.0029,23283077.81
20190711,13.54,0.282,9.3677,1.0175,1.9919,1.0044,23248736.99
20190712,14.12,0.8534,9.769,1.0611,2.0772,0.9632,24244620.85
20190715,14,0.49,9.6859,1.052,2.0596,0.9714,24038575.91
20190716,13.75,0.4209,9.513,1.0333,2.0228,0.9891,23609315.63
20190717,13.69,0.2388,9.4715,1.0287,2.014,0.9934,23506293.16
20190718,13.67,0.2463,9.4576,1.0272,2.011,0.9949,23471952.34
20190719,13.99,0.5046,9.679,1.0513,2.0581,0.9721,24021405.5
20190722,13.85,0.3391,9.5822,1.0408,2.0375,0.9819,23781019.74
20190723,13.76,0.2935,9.5199,1.034,2.0243,0.9884,23626486.04
20190724,13.88,0.3321,9.6029,1.043,2.0419,0.9798,23832530.98
20190725,14.2,0.6336,9.8243,1.0671,2.089,0.9577,24381984.14
20190726,14.23,0.37,9.8451,1.0693,2.0934,0.9557,24433495.37
20190729,14.29,0.4168,9.8866,1.0738,2.1022,0.9517,24536517.84
20190730,14.37,0.464,9.9419,1.0798,2.114,0.9464,24673881.13
20190731,14.13,0.3697,9.7759,1.0618,2.0787,0.9625,24261791.26
20190801,14.1,0.3075,9.7551,1.0596,2.0743,0.9645,24210280.03
20190802,13.74,0.5649,9.5061,1.0325,2.0213,0.9898,23592145.22
20190805,13.35,0.5201,9.2362,1.0032,1.964,1.0187,22922499.17
20190806,13.37,0.514,9.2501,1.0047,1.9669,1.0172,22956840
20190807,13.54,0.4619,9.3677,1.0175,1.9919,1.0044,23248736.99
20190808,14.38,1.3574,9.9488,1.06,2.1155,0.9457,24691051.54
20190809,14.52,1.2001,10.0457,1.0704,2.1361,0.9366,24931437.3
20190812,15.12,1.592,10.4608,1.1146,2.2243,0.8994,25961661.99
20190813,14.89,0.7535,10.3017,1.0976,2.1905,0.9133,25566742.52
20190814,14.97,0.7924,10.357,1.1035,2.2023,0.9084,25704105.81
20190815,14.94,0.5226,10.3363,1.1013,2.1979,0.9103,25652594.58
20190816,14.9,0.5748,10.3086,1.0984,2.192,0.9127,25583912.94
20190819,14.92,1.3354,10.3224,1.0998,2.1949,0.9115,25618253.76
20190820,14.99,1.1188,10.3709,1.105,2.2052,0.9072,25738446.64
20190821,14.45,1.1591,9.9973,1.0652,2.1258,0.9411,24811244.42
20190822,14.31,0.788,9.9004,1.0549,2.1052,0.9503,24570858.66
20190823,14.65,0.9533,10.1356,1.0799,2.1552,0.9283,25154652.65
20190826,14.25,0.8242,9.8589,1.0505,2.0964,0.9543,24467836.2
20190827,14.31,0.7902,9.9004,1.0549,2.1052,0.9503,24570858.66
20190828,14.27,0.4832,9.8727,1.0519,2.0993,0.953,24502177.02
20190829,14.13,0.3547,9.7759,1.0416,2.0787,0.9625,24261791.26
20190830,14.16,0.465,9.7966,1.0438,2.0831,0.9604,24313302.49
20190902,14.45,0.7922,9.9973,1.0652,2.1258,0.9411,24811244.42
20190903,14.3,0.5001,9.8935,1.0541,2.1037,0.951,24553688.25
20190904,14.44,0.5672,9.9904,1.0645,2.1243,0.9418,24794074.01
20190905,14.58,1.0297,10.0872,1.0748,2.1449,0.9327,25034459.77
20190906,14.81,0.5745,10.2463,1.0917,2.1787,0.9183,25429379.23
20190909,14.69,0.757,10.1633,1.0829,2.1611,0.9258,25223334.3
20190910,14.55,0.4641,10.0665,1.0726,2.1405,0.9347,24982948.54
20190911,14.56,0.4768,10.0734,1.0733,2.142,0.934,25000118.95
20190912,14.68,0.6702,10.1564,1.0822,2.1596,0.9264,25206163.89
20190916,14.45,0.5416,9.9973,1.0652,2.1258,0.9411,24811244.42
20190917,14.24,0.4672,10.8396,1.0635,2.3049,0.868,26901610.78
20190918,14.41,0.4343,10.969,1.0762,2.3324,0.8578,27222767.65
20190919,14.84,0.9973,11.2963,1.1084,2.402,0.8329,28035105.61
20190920,15.34,1.3997,11.6769,1.1457,2.4829,0.8058,28979684.64
20190923,15.38,0.7428,11.7073,1.1487,2.4894,0.8037,29055250.96
20190924,15.18,0.5977,11.5551,1.1338,2.457,0.8143,28677419.35
20190925,15.75,1.0263,11.989,1.1763,2.5493,0.7848,29754239.45
20190926,15.71,0.8928,11.9585,1.1733,2.5428,0.7868,29678673.12
20190927,15.9,0.5193,12.4327,1.1917,2.6436,0.7568,30855409.93
20190930,15.59,0.5392,12.1903,1.1684,2.5921,0.7719,30253826.47
20191008,16.2,0.7146,12.6673,1.2142,2.6935,0.7428,31437587.48
20191009,16.25,0.6785,12.7063,1.2179,2.7018,0.7405,31534617.07
20191010,16.24,0.4533,12.6985,1.2172,2.7002,0.741,31515211.15
20191011,16.81,0.7242,13.1442,1.2599,2.7949,0.7158,32621348.49
20191014,17.22,0.8027,13.4648,1.2906,2.8631,0.6988,33416991.14
20191015,17.18,0.4545,13.4335,1.2876,2.8565,0.7004,33339367.46
20191016,16.79,0.6532,13.1286,1.2584,2.7916,0.7167,32582536.65
20191017,16.7,0.5803,13.0582,1.2516,2.7766,0.7206,32407883.39
20191018,16.51,0.6167,12.9097,1.2374,2.7451,0.7289,32039170.94
20191021,16.89,0.4875,13.2068,1.2659,2.8082,0.7125,32776595.84
20191022,16.42,0.9706,12.8393,1.1884,2.7301,0.7328,31864517.68
20191023,16.45,0.4986,12.8627,1.1906,2.7351,0.7315,31922735.44
20191024,16.87,0.5716,13.1911,1.221,2.8049,0.7133,32737784
20191025,16.88,0.3563,13.199,1.2217,2.8066,0.7129,32757189.92
20191028,16.66,0.5515,13.0269,1.2058,2.77,0.7223,32330259.72
20191029,16.91,0.4065,13.2224,1.2239,2.8116,0.7116,32815407.67
20191030,16.43,0.4402,12.8471,1.1892,2.7318,0.7324,31883923.6
20191031,16.26,0.4445,12.7142,1.1769,2.7035,0.7401,31554022.99
20191101,16.86,0.6465,13.1833,1.2203,2.8032,0.7137,32718378.08
20191104,16.92,0.4585,13.2302,1.2246,2.8132,0.7112,32834813.59
20191105,17.15,0.6042,13.4101,1.2413,2.8515,0.7017,33281149.71
20191106,16.96,0.4449,13.2615,1.2275,2.8199,0.7095,32912437.26
20191107,16.89,0.3668,13.2068,1.2225,2.8082,0.7125,32776595.84
20191108,16.65,0.4376,13.0191,1.2051,2.7683,0.7227,32310853.8
20191111,16.28,0.4914,12.7298,1.1783,2.7068,0.7391,31592834.83
20191112,16.33,0.266,12.7689,1.1819,2.7151,0.7369,31689864.42
20191113,16.33,0.3376,12.7689,1.1819,2.7151,0.7369,31689864.42
20191114,16.32,0.2416,12.7611,1.1812,2.7135,0.7373,31670458.5
20191115,16.34,0.2933,12.7767,1.1827,2.7168,0.7364,31709270.34
20191118,16.45,0.2875,12.8627,1.1906,2.7351,0.7315,31922735.44
20191119,16.41,0.2897,12.8315,1.1877,2.7284,0.7333,31845111.76
20191120,15.85,0.8886,12.3936,1.1472,2.6353,0.7592,30758380.34
20191121,15.86,0.3981,12.4014,1.1479,2.637,0.7587,30777786.26
20191122,15.59,0.3986,12.1903,1.1284,2.5921,0.7719,30253826.47
20191125,15.8,0.4036,12.3545,1.1436,2.627,0.7616,30661350.75
20191126,15.62,0.4201,12.2137,1.1305,2.5971,0.7704,30312044.23
20191127,15.47,0.2454,12.0964,1.1197,2.5721,0.7778,30020955.45
20191128,15.49,0.1948,12.1121,1.1211,2.5755,0.7768,30059767.29
20191129,15.29,0.3369,11.9557,1.1067,2.5422,0.787,29671648.92
20191202,15.36,0.2854,12.0104,1.1117,2.5538,0.7834,29807490.35
20191203,15.45,0.2347,12.0808,1.1182,2.5688,0.7789,29982143.62
20191204,15.31,0.2703,11.9713,1.1081,2.5455,0.786,29710460.76
20191205,15.43,0.2871,12.0652,1.1168,2.5655,0.7799,29943331.78
